x,y,z
18,53,25
19,54,25
18,52,26
18,53,26
20,53,26
18,54,26
19,54,26
18,55,26
17,48,27
18,48,27
19,48,27
17,49,27
18,49,27
19,50,27
20,50,27
21,50,27
21,51,27
19,52,27
19,53,27
18,47,28
19,47,28
20,47,28
18,48,28
19,48,28
20,48,28
21,48,28
21,49,28
18,50,28
18,51,28
18,45,29
19,45,29
17,46,29
18,46,29
19,46,29
20,46,29
18,47,29
20,47,29
21,47,29
21,48,29
17,49,29
20,49,29
15,48,30
16,48,30
15,49,30
16,49,30
15,48,31
16,48,31
15,49,31
