x,y,z
62,66,62
63,66,62
62,67,62
63,67,62
62,68,62
62,69,62
62,66,63
61,67,63
62,67,63
61,68,63
62,68,63
63,68,63
60,67,64
61,67,64
60,68,64
61,68,64
62,68,64
60,67,65
61,67,65
59,68,65
60,68,65
61,68,65
59,67,66
60,67,66
61,67,66
59,68,66
60,68,66
59,69,66
60,67,67
