x,y,z
14,55,28
14,56,22
14,56,23
14,56,24
14,56,25
14,56,26
14,56,27
14,56,28
14,56,29
14,57,24
14,57,25
14,57,26
14,57,27
14,57,28
14,57,29
14,58,24
14,58,25
14,58,26
14,58,27
14,58,28
14,58,29
14,59,23
14,59,24
14,59,25
14,59,26
14,59,27
14,59,28
14,59,29
14,60,23
14,60,24
14,60,25
14,60,26
14,60,27
14,60,28
14,60,29
14,61,23
14,61,24
14,61,25
14,61,26
14,61,27
14,61,28
14,62,23
14,62,24
14,62,25
14,62,26
14,62,27
14,62,28
14,62,39
14,62,40
14,62,41
14,62,42
14,63,22
14,63,23
14,63,24
14,63,25
14,63,26
14,63,27
14,63,39
14,63,40
14,63,41
14,63,42
14,64,22
14,64,23
14,64,24
14,64,25
14,64,26
14,64,39
14,64,40
14,64,41
14,64,42
14,65,23
14,65,24
14,65,25
14,65,26
14,65,40
14,65,41
14,65,42
14,66,24
14,66,25
15,33,52
15,33,53
15,33,54
15,34,52
15,34,53
15,34,54
15,48,48
15,48,49
15,48,50
15,48,51
15,49,47
15,49,48
15,49,49
15,49,50
15,49,51
15,50,46
15,50,47
15,50,48
15,50,49
15,50,50
15,50,51
15,51,46
15,51,47
15,51,48
15,51,49
15,54,22
15,54,23
15,54,24
15,55,21
15,55,22
15,55,23
15,55,24
15,56,21
15,56,22
15,56,23
15,56,24
15,56,25
15,56,26
15,56,27
15,56,28
15,57,20
15,57,21
15,57,22
15,57,24
15,57,25
15,57,26
15,57,27
15,57,28
15,57,29
15,58,20
15,58,21
15,58,22
15,58,23
15,58,24
15,58,25
15,58,26
15,58,27
15,58,28
15,58,29
15,59,19
15,59,20
15,59,21
15,59,22
15,59,23
15,59,24
15,59,25
15,59,26
15,59,27
15,59,28
15,59,29
15,60,20
15,60,21
15,60,22
15,60,23
15,60,24
15,60,25
15,60,26
15,60,27
15,60,28
15,60,29
15,60,41
15,60,42
15,61,20
15,61,21
15,61,22
15,61,23
15,61,24
15,61,25
15,61,26
15,61,27
15,61,28
15,61,29
15,61,40
15,61,41
15,61,42
15,61,43
15,61,44
15,62,21
15,62,22
15,62,23
15,62,24
15,62,25
15,62,26
15,62,27
15,62,28
15,62,39
15,62,40
15,62,41
15,62,42
15,62,43
15,63,21
15,63,22
15,63,23
15,63,24
15,63,25
15,63,26
15,63,27
15,63,39
15,63,40
15,63,41
15,63,42
15,63,43
15,64,21
15,64,22
15,64,23
15,64,24
15,64,25
15,64,26
15,64,40
15,64,41
15,64,42
15,65,21
15,65,22
15,65,23
15,65,24
15,65,25
15,65,40
15,65,41
15,66,21
15,66,22
15,66,23
15,66,24
15,66,25
16,30,50
16,30,51
16,31,48
16,31,49
16,31,50
16,31,51
16,32,48
16,32,49
16,33,47
16,33,48
16,33,49
16,33,53
16,33,54
16,34,53
16,48,47
16,48,48
16,48,49
16,48,50
16,48,51
16,49,46
16,49,47
16,49,48
16,49,49
16,49,50
16,49,51
16,50,46
16,50,47
16,50,48
16,50,49
16,50,50
16,50,51
16,51,50
16,54,23
16,54,24
16,55,21
16,55,22
16,55,23
16,55,24
16,56,20
16,56,21
16,56,22
16,56,23
16,56,24
16,56,25
16,56,26
16,56,27
16,56,28
16,57,20
16,57,21
16,57,22
16,57,23
16,57,24
16,57,25
16,57,26
16,57,27
16,57,28
16,58,19
16,58,20
16,58,21
16,58,22
16,58,23
16,58,24
16,58,25
16,58,26
16,58,27
16,58,28
16,59,19
16,59,20
16,59,21
16,59,22
16,59,23
16,59,24
16,59,25
16,59,26
16,59,27
16,59,28
16,59,40
16,59,41
16,59,42
16,60,19
16,60,20
16,60,21
16,60,22
16,60,23
16,60,24
16,60,25
16,60,26
16,60,27
16,60,28
16,60,40
16,60,41
16,60,42
16,60,43
16,61,19
16,61,20
16,61,21
16,61,22
16,61,23
16,61,24
16,61,25
16,61,26
16,61,27
16,61,28
16,61,40
16,61,41
16,61,42
16,61,43
16,61,44
16,62,19
16,62,20
16,62,21
16,62,22
16,62,23
16,62,24
16,62,25
16,62,26
16,62,27
16,62,28
16,62,40
16,62,41
16,62,42
16,62,43
16,63,19
16,63,20
16,63,21
16,63,22
16,63,23
16,63,24
16,63,25
16,63,26
16,63,40
16,63,41
16,63,42
16,63,43
16,64,18
16,64,19
16,64,20
16,64,21
16,64,22
16,64,23
16,64,24
16,64,25
16,64,40
16,64,41
16,64,42
16,65,19
16,65,20
16,65,21
16,65,22
16,65,23
16,65,24
16,65,25
16,66,19
16,66,20
16,66,21
16,66,22
16,66,23
16,66,24
16,67,20
16,67,21
17,29,50
17,29,51
17,29,52
17,30,49
17,30,50
17,30,51
17,30,52
17,30,53
17,31,48
17,31,49
17,31,50
17,31,51
17,31,52
17,31,53
17,32,47
17,32,48
17,32,49
17,33,47
17,33,48
17,34,47
17,34,48
17,36,48
17,36,49
17,37,47
17,37,48
17,37,49
17,37,50
17,47,47
17,47,48
17,47,49
17,48,46
17,48,47
17,48,48
17,48,49
17,48,50
17,49,46
17,49,47
17,49,48
17,49,49
17,49,50
17,49,51
17,50,47
17,50,48
17,50,49
17,50,50
17,50,51
17,51,51
17,54,24
17,55,22
17,55,23
17,55,24
17,55,27
17,55,28
17,56,21
17,56,22
17,56,23
17,56,24
17,56,25
17,56,26
17,56,27
17,56,28
17,57,20
17,57,21
17,57,22
17,57,23
17,57,24
17,57,25
17,57,26
17,57,27
17,57,28
17,57,53
17,58,19
17,58,20
17,58,21
17,58,22
17,58,23
17,58,24
17,58,25
17,58,26
17,58,27
17,58,28
17,58,40
17,58,41
17,58,52
17,58,53
17,58,54
17,59,19
17,59,20
17,59,21
17,59,22
17,59,23
17,59,24
17,59,25
17,59,26
17,59,27
17,59,28
17,59,40
17,59,41
17,59,42
17,59,52
17,60,19
17,60,20
17,60,21
17,60,22
17,60,23
17,60,24
17,60,25
17,60,26
17,60,27
17,60,28
17,60,40
17,60,41
17,60,42
17,60,43
17,61,18
17,61,19
17,61,20
17,61,21
17,61,22
17,61,23
17,61,24
17,61,25
17,61,26
17,61,27
17,61,28
17,61,40
17,61,41
17,61,42
17,61,43
17,62,17
17,62,18
17,62,19
17,62,20
17,62,21
17,62,22
17,62,23
17,62,24
17,62,25
17,62,26
17,62,27
17,62,40
17,62,41
17,62,42
17,63,17
17,63,18
17,63,19
17,63,20
17,63,21
17,63,22
17,63,23
17,63,24
17,63,25
17,63,40
17,63,41
17,64,17
17,64,18
17,64,19
17,64,20
17,64,21
17,64,22
17,64,23
17,64,24
17,65,17
17,65,18
17,65,19
17,65,20
17,65,21
17,65,22
17,65,23
17,65,24
17,66,18
17,66,19
17,66,20
17,66,21
17,66,22
17,66,23
17,66,24
17,67,18
17,67,19
17,67,20
17,67,21
17,68,19
17,82,33
17,82,34
17,83,35
18,28,50
18,28,51
18,28,52
18,28,53
18,29,49
18,29,50
18,29,51
18,29,52
18,29,53
18,29,54
18,29,55
18,30,49
18,30,50
18,30,51
18,30,52
18,30,53
18,30,54
18,30,55
18,31,49
18,31,50
18,31,51
18,31,52
18,31,53
18,31,54
18,32,48
18,32,49
18,33,47
18,33,48
18,34,47
18,34,48
18,35,47
18,35,48
18,36,47
18,36,48
18,36,49
18,37,47
18,37,48
18,37,49
18,47,47
18,47,48
18,47,49
18,48,46
18,48,47
18,48,48
18,48,49
18,48,50
18,49,46
18,49,47
18,49,48
18,49,49
18,49,50
18,55,23
18,55,24
18,55,26
18,55,27
18,55,28
18,56,22
18,56,23
18,56,24
18,56,25
18,56,26
18,56,27
18,56,28
18,57,21
18,57,22
18,57,23
18,57,24
18,57,25
18,57,26
18,57,27
18,57,28
18,57,52
18,57,53
18,57,54
18,57,55
18,57,56
18,58,20
18,58,21
18,58,22
18,58,23
18,58,24
18,58,25
18,58,26
18,58,27
18,58,40
18,58,41
18,58,42
18,58,51
18,58,52
18,58,53
18,58,54
18,58,55
18,59,19
18,59,20
18,59,21
18,59,22
18,59,23
18,59,24
18,59,25
18,59,26
18,59,27
18,59,28
18,59,39
18,59,40
18,59,41
18,59,42
18,59,51
18,59,52
18,60,19
18,60,20
18,60,21
18,60,22
18,60,23
18,60,24
18,60,25
18,60,26
18,60,27
18,60,28
18,60,39
18,60,40
18,60,41
18,60,42
18,60,43
18,61,18
18,61,19
18,61,20
18,61,21
18,61,22
18,61,23
18,61,24
18,61,25
18,61,26
18,61,27
18,61,40
18,61,41
18,61,42
18,62,16
18,62,17
18,62,18
18,62,19
18,62,20
18,62,21
18,62,22
18,62,23
18,62,24
18,62,25
18,62,40
18,62,41
18,63,15
18,63,16
18,63,17
18,63,18
18,63,19
18,63,20
18,63,21
18,63,22
18,63,23
18,63,24
18,64,16
18,64,17
18,64,18
18,64,19
18,64,20
18,64,21
18,64,22
18,64,23
18,64,24
18,65,16
18,65,17
18,65,18
18,65,19
18,65,20
18,65,21
18,65,22
18,65,23
18,65,24
18,66,16
18,66,17
18,66,18
18,66,19
18,66,20
18,66,21
18,66,22
18,66,23
18,67,16
18,67,17
18,67,18
18,67,19
18,67,20
18,67,21
18,68,17
18,68,18
18,68,19
18,68,20
18,69,18
18,69,19
18,82,32
18,82,33
18,82,34
18,82,35
18,83,32
18,83,33
18,83,34
18,83,35
18,83,36
18,84,32
18,84,33
18,84,34
18,84,35
18,84,36
18,85,35
19,27,51
19,27,52
19,27,53
19,28,49
19,28,50
19,28,51
19,28,52
19,28,53
19,28,54
19,28,55
19,29,49
19,29,50
19,29,51
19,29,52
19,29,53
19,29,54
19,29,55
19,29,56
19,30,49
19,30,50
19,30,51
19,30,52
19,30,53
19,30,54
19,30,55
19,31,51
19,31,52
19,31,53
19,31,54
19,31,55
19,34,47
19,34,48
19,35,47
19,35,48
19,36,47
19,36,48
19,47,47
19,47,48
19,47,49
19,48,46
19,48,47
19,48,48
19,48,49
19,49,47
19,49,48
19,49,49
19,56,52
19,56,53
19,56,54
19,56,55
19,56,56
19,56,57
19,56,58
19,57,51
19,57,52
19,57,53
19,57,54
19,57,55
19,57,56
19,57,57
19,58,40
19,58,41
19,58,42
19,58,51
19,58,52
19,58,53
19,58,54
19,58,55
19,59,39
19,59,40
19,59,41
19,59,42
19,59,51
19,60,19
19,60,20
19,60,21
19,60,22
19,60,23
19,60,24
19,60,39
19,60,40
19,60,41
19,60,42
19,61,18
19,61,19
19,61,20
19,61,21
19,61,22
19,61,23
19,61,24
19,61,25
19,61,39
19,61,40
19,61,41
19,62,16
19,62,17
19,62,18
19,62,19
19,62,20
19,62,21
19,62,22
19,62,23
19,62,24
19,63,15
19,63,16
19,63,17
19,63,18
19,63,19
19,63,20
19,63,21
19,63,22
19,63,23
19,63,24
19,64,15
19,64,16
19,64,17
19,64,18
19,64,19
19,64,20
19,64,21
19,64,22
19,64,23
19,64,24
19,65,15
19,65,16
19,65,17
19,65,18
19,65,19
19,65,20
19,65,21
19,65,22
19,65,23
19,65,24
19,66,15
19,66,16
19,66,17
19,66,18
19,66,19
19,66,20
19,66,21
19,66,22
19,66,23
19,67,15
19,67,16
19,67,17
19,67,18
19,67,19
19,67,20
19,67,21
19,68,16
19,68,17
19,68,18
19,68,19
19,68,20
19,69,16
19,69,17
19,69,18
19,69,19
19,69,20
19,70,17
19,70,18
19,70,19
19,70,20
19,71,19
19,71,20
19,71,21
19,71,22
19,72,22
19,72,23
19,72,24
19,73,23
19,73,24
19,74,24
19,81,32
19,81,33
19,82,31
19,82,32
19,82,33
19,82,34
19,82,35
19,82,36
19,83,31
19,83,32
19,83,33
19,83,34
19,83,35
19,83,36
19,83,37
19,84,32
19,84,33
19,84,34
19,84,35
19,84,36
19,84,37
19,85,32
19,85,33
19,85,34
19,85,35
19,85,36
19,86,34
20,27,52
20,27,53
20,27,54
20,28,49
20,28,50
20,28,51
20,28,52
20,28,53
20,28,54
20,28,55
20,29,49
20,29,50
20,29,51
20,29,52
20,29,53
20,29,54
20,29,55
20,30,50
20,30,51
20,30,52
20,30,53
20,30,54
20,30,55
20,31,52
20,31,53
20,31,54
20,31,55
20,34,48
20,35,47
20,35,48
20,47,47
20,47,48
20,48,46
20,48,47
20,48,48
20,48,49
20,49,47
20,49,48
20,55,57
20,56,44
20,56,45
20,56,52
20,56,53
20,56,54
20,56,55
20,56,56
20,56,57
20,56,58
20,56,59
20,57,43
20,57,44
20,57,51
20,57,52
20,57,53
20,57,54
20,57,55
20,57,56
20,57,57
20,58,41
20,58,42
20,58,43
20,58,51
20,58,52
20,58,53
20,58,54
20,59,39
20,59,40
20,59,41
20,59,42
20,59,43
20,60,39
20,60,40
20,60,41
20,60,42
20,61,19
20,61,20
20,61,21
20,61,22
20,61,39
20,61,40
20,61,41
20,62,15
20,62,16
20,62,17
20,62,18
20,62,19
20,62,20
20,62,21
20,62,22
20,63,14
20,63,15
20,63,16
20,63,17
20,63,18
20,63,19
20,63,20
20,63,21
20,63,22
20,64,14
20,64,15
20,64,16
20,64,17
20,64,18
20,64,19
20,64,20
20,64,21
20,65,14
20,65,15
20,65,16
20,65,17
20,65,18
20,65,19
20,65,20
20,65,21
20,65,22
20,65,23
20,65,24
20,66,14
20,66,15
20,66,16
20,66,17
20,66,18
20,66,19
20,66,20
20,66,21
20,67,14
20,67,15
20,67,16
20,67,17
20,67,18
20,67,19
20,67,20
20,67,21
20,68,15
20,68,16
20,68,17
20,68,18
20,68,19
20,68,20
20,68,21
20,69,15
20,69,16
20,69,17
20,69,18
20,69,19
20,69,20
20,69,21
20,70,16
20,70,17
20,70,18
20,70,19
20,70,20
20,70,21
20,71,17
20,71,18
20,71,19
20,71,20
20,71,21
20,71,22
20,72,19
20,72,20
20,72,21
20,72,22
20,72,23
20,73,21
20,73,22
20,73,23
20,73,24
20,74,22
20,74,23
20,74,24
20,75,24
20,78,30
20,79,29
20,79,30
20,79,31
20,80,30
20,80,31
20,80,32
20,80,33
20,81,30
20,81,31
20,81,32
20,81,33
20,81,34
20,82,29
20,82,30
20,82,31
20,82,32
20,82,33
20,82,34
20,82,35
20,83,28
20,83,29
20,83,30
20,83,31
20,83,32
20,83,33
20,83,34
20,83,35
20,83,36
20,84,31
20,84,32
20,84,33
20,84,34
20,84,35
20,84,36
20,85,32
20,85,33
20,85,34
20,85,35
21,26,17
21,26,18
21,27,17
21,27,53
21,27,54
21,28,51
21,28,52
21,28,53
21,28,54
21,28,55
21,29,50
21,29,51
21,29,52
21,29,53
21,29,54
21,29,55
21,30,52
21,30,53
21,30,54
21,30,55
21,31,53
21,31,54
21,34,49
21,35,48
21,35,49
21,47,46
21,47,47
21,47,48
21,48,46
21,48,47
21,48,48
21,49,47
21,49,48
21,55,43
21,55,44
21,55,45
21,55,46
21,55,54
21,55,55
21,55,56
21,55,57
21,55,58
21,56,42
21,56,43
21,56,44
21,56,45
21,56,46
21,56,47
21,56,51
21,56,52
21,56,53
21,56,54
21,56,55
21,56,56
21,56,57
21,56,58
21,56,59
21,57,42
21,57,43
21,57,44
21,57,45
21,57,46
21,57,51
21,57,52
21,57,53
21,57,54
21,57,55
21,57,56
21,57,57
21,58,39
21,58,40
21,58,41
21,58,42
21,58,43
21,58,44
21,58,45
21,58,51
21,58,52
21,58,53
21,58,54
21,59,38
21,59,39
21,59,40
21,59,41
21,59,42
21,59,43
21,60,38
21,60,39
21,60,40
21,60,41
21,61,38
21,61,39
21,61,40
21,62,38
21,62,39
21,62,40
21,63,14
21,63,15
21,63,16
21,63,17
21,63,18
21,63,19
21,63,20
21,64,13
21,64,14
21,64,15
21,64,16
21,64,17
21,64,18
21,64,19
21,64,20
21,65,13
21,65,14
21,65,15
21,65,16
21,65,17
21,65,18
21,65,19
21,66,13
21,66,14
21,66,15
21,66,16
21,66,17
21,66,18
21,66,19
21,67,14
21,67,15
21,67,16
21,67,17
21,67,18
21,67,19
21,68,14
21,68,15
21,68,16
21,68,17
21,68,18
21,68,19
21,68,20
21,69,15
21,69,16
21,69,17
21,69,18
21,69,19
21,69,20
21,69,21
21,70,15
21,70,16
21,70,17
21,70,18
21,70,19
21,70,20
21,70,21
21,71,16
21,71,17
21,71,18
21,71,19
21,71,20
21,71,21
21,71,22
21,72,17
21,72,18
21,72,19
21,72,20
21,72,21
21,72,22
21,72,23
21,73,19
21,73,20
21,73,21
21,73,22
21,73,23
21,73,24
21,74,20
21,74,21
21,74,22
21,74,23
21,74,24
21,75,22
21,75,23
21,75,24
21,78,29
21,78,30
21,78,31
21,79,29
21,79,30
21,79,31
21,79,32
21,80,29
21,80,30
21,80,31
21,80,32
21,80,33
21,80,34
21,81,28
21,81,29
21,81,30
21,81,31
21,81,32
21,81,33
21,81,34
21,82,28
21,82,29
21,82,30
21,82,31
21,82,32
21,82,33
21,82,34
21,82,35
21,83,27
21,83,28
21,83,29
21,83,30
21,83,31
21,83,32
21,83,33
21,83,34
21,83,35
21,84,28
21,84,29
21,84,30
21,84,32
21,84,33
21,84,34
21,84,35
22,24,18
22,25,16
22,25,17
22,25,18
22,25,19
22,26,16
22,26,17
22,26,18
22,26,19
22,27,16
22,27,17
22,27,18
22,33,51
22,33,52
22,34,50
22,34,51
22,47,46
22,47,47
22,47,48
22,48,46
22,48,47
22,48,48
22,49,47
22,49,48
22,54,43
22,54,44
22,54,45
22,54,46
22,54,56
22,55,41
22,55,42
22,55,43
22,55,44
22,55,45
22,55,46
22,55,47
22,55,53
22,55,54
22,55,55
22,55,56
22,55,57
22,55,58
22,56,40
22,56,41
22,56,42
22,56,43
22,56,44
22,56,45
22,56,46
22,56,47
22,56,51
22,56,52
22,56,53
22,56,54
22,56,55
22,56,56
22,56,57
22,56,58
22,56,59
22,57,37
22,57,38
22,57,39
22,57,40
22,57,41
22,57,42
22,57,43
22,57,44
22,57,45
22,57,46
22,57,47
22,57,51
22,57,52
22,57,53
22,57,54
22,57,55
22,57,56
22,58,37
22,58,38
22,58,39
22,58,40
22,58,41
22,58,42
22,58,43
22,58,44
22,58,45
22,58,52
22,58,53
22,59,37
22,59,38
22,59,39
22,59,40
22,59,41
22,59,43
22,59,44
22,60,37
22,60,38
22,60,39
22,60,40
22,61,37
22,61,38
22,61,39
22,61,40
22,62,37
22,62,38
22,62,39
22,62,40
22,63,36
22,63,37
22,63,38
22,64,14
22,64,15
22,64,16
22,64,17
22,65,13
22,65,14
22,65,15
22,65,16
22,65,17
22,66,13
22,66,14
22,66,15
22,66,16
22,67,13
22,67,14
22,67,15
22,67,16
22,68,14
22,68,15
22,68,16
22,68,17
22,69,15
22,69,16
22,69,17
22,69,18
22,69,19
22,69,20
22,69,21
22,70,16
22,70,17
22,70,18
22,70,19
22,70,20
22,70,21
22,70,22
22,71,16
22,71,17
22,71,18
22,71,19
22,71,20
22,71,21
22,71,22
22,72,16
22,72,17
22,72,18
22,72,19
22,72,20
22,72,21
22,72,22
22,73,18
22,73,19
22,73,20
22,73,21
22,73,22
22,73,23
22,74,19
22,74,20
22,74,21
22,74,22
22,74,23
22,75,20
22,75,21
22,75,22
22,75,23
22,75,24
22,76,23
22,77,29
22,77,30
22,78,29
22,78,30
22,78,31
22,79,28
22,79,29
22,79,30
22,79,31
22,79,32
22,79,33
22,80,28
22,80,29
22,80,30
22,80,31
22,80,32
22,80,33
22,80,34
22,81,28
22,81,29
22,81,30
22,81,31
22,81,32
22,81,33
22,81,34
22,82,27
22,82,28
22,82,29
22,82,30
22,82,31
22,82,32
22,82,33
22,82,34
22,82,35
22,83,27
22,83,28
22,83,29
22,83,30
22,83,31
22,83,32
22,83,33
22,83,34
22,83,35
22,84,28
22,84,29
23,23,18
23,24,16
23,24,17
23,24,18
23,24,19
23,25,16
23,25,17
23,25,18
23,25,19
23,26,15
23,26,16
23,26,17
23,26,18
23,27,15
23,27,16
23,27,17
23,27,18
23,47,46
23,47,47
23,47,48
23,48,46
23,48,47
23,48,48
23,53,43
23,53,44
23,53,45
23,53,46
23,54,41
23,54,42
23,54,43
23,54,44
23,54,45
23,54,46
23,54,47
23,54,54
23,54,55
23,54,56
23,54,57
23,54,58
23,54,59
23,55,40
23,55,41
23,55,42
23,55,43
23,55,44
23,55,45
23,55,46
23,55,47
23,55,48
23,55,53
23,55,54
23,55,55
23,55,56
23,55,57
23,55,58
23,55,59
23,56,36
23,56,37
23,56,38
23,56,39
23,56,40
23,56,41
23,56,42
23,56,43
23,56,44
23,56,45
23,56,46
23,56,47
23,56,48
23,56,52
23,56,53
23,56,54
23,56,55
23,56,56
23,56,57
23,56,58
23,56,59
23,57,36
23,57,37
23,57,38
23,57,39
23,57,40
23,57,41
23,57,42
23,57,43
23,57,44
23,57,45
23,57,46
23,57,47
23,57,51
23,57,52
23,57,53
23,57,54
23,57,55
23,57,56
23,58,35
23,58,36
23,58,37
23,58,38
23,58,39
23,58,40
23,58,41
23,58,42
23,58,43
23,58,44
23,58,45
23,58,46
23,59,35
23,59,36
23,59,37
23,59,38
23,59,39
23,59,40
23,59,44
23,60,34
23,60,35
23,60,36
23,60,37
23,60,38
23,60,39
23,60,40
23,61,34
23,61,35
23,61,36
23,61,37
23,61,38
23,61,39
23,62,34
23,62,35
23,62,36
23,62,37
23,62,38
23,62,39
23,63,33
23,63,34
23,63,35
23,63,36
23,63,37
23,64,32
23,64,33
23,64,34
23,64,35
23,64,36
23,65,32
23,65,33
23,65,34
23,65,35
23,66,32
23,66,33
23,66,34
23,70,16
23,70,17
23,70,18
23,70,19
23,71,16
23,71,17
23,71,18
23,71,19
23,71,20
23,71,21
23,72,16
23,72,17
23,72,18
23,72,19
23,72,20
23,72,21
23,73,16
23,73,17
23,73,18
23,73,19
23,73,20
23,73,21
23,74,18
23,74,19
23,74,20
23,74,21
23,74,22
23,75,19
23,75,20
23,75,21
23,75,22
23,75,23
23,76,21
23,76,22
23,76,23
23,77,29
23,77,30
23,78,28
23,78,29
23,78,30
23,78,31
23,79,28
23,79,29
23,79,30
23,79,31
23,79,32
23,80,28
23,80,29
23,80,30
23,80,31
23,80,32
23,80,33
23,81,28
23,81,29
23,81,30
23,81,31
23,81,32
23,81,33
23,81,34
23,82,27
23,82,28
23,82,29
23,82,30
23,82,31
23,82,32
23,83,28
23,83,29
23,83,30
24,23,16
24,23,17
24,23,18
24,23,19
24,24,16
24,24,17
24,24,18
24,24,19
24,25,15
24,25,16
24,25,17
24,25,18
24,25,19
24,26,15
24,26,16
24,26,17
24,26,18
24,27,15
24,27,16
24,27,17
24,47,47
24,47,48
24,48,46
24,48,47
24,48,48
24,52,44
24,52,45
24,53,41
24,53,42
24,53,43
24,53,44
24,53,45
24,53,46
24,53,47
24,53,56
24,54,40
24,54,41
24,54,42
24,54,43
24,54,44
24,54,45
24,54,46
24,54,47
24,54,53
24,54,54
24,54,55
24,54,56
24,54,57
24,54,58
24,54,59
24,54,60
24,55,36
24,55,37
24,55,38
24,55,39
24,55,40
24,55,41
24,55,42
24,55,43
24,55,44
24,55,45
24,55,46
24,55,47
24,55,48
24,55,53
24,55,54
24,55,55
24,55,56
24,55,57
24,55,58
24,55,59
24,55,60
24,56,35
24,56,36
24,56,37
24,56,38
24,56,39
24,56,40
24,56,41
24,56,42
24,56,43
24,56,44
24,56,45
24,56,46
24,56,47
24,56,48
24,56,53
24,56,54
24,56,55
24,56,56
24,56,57
24,56,58
24,56,59
24,57,35
24,57,36
24,57,37
24,57,38
24,57,39
24,57,40
24,57,41
24,57,42
24,57,43
24,57,44
24,57,45
24,57,46
24,57,47
24,58,34
24,58,35
24,58,36
24,58,37
24,58,38
24,58,39
24,58,40
24,58,41
24,58,42
24,58,43
24,58,44
24,58,45
24,58,46
24,59,33
24,59,34
24,59,35
24,59,36
24,59,37
24,59,38
24,59,39
24,59,40
24,60,30
24,60,31
24,60,32
24,60,33
24,60,34
24,60,35
24,60,36
24,60,37
24,60,38
24,60,39
24,60,40
24,61,30
24,61,31
24,61,32
24,61,33
24,61,34
24,61,35
24,61,36
24,61,37
24,61,38
24,61,39
24,62,31
24,62,32
24,62,33
24,62,34
24,62,35
24,62,36
24,62,37
24,63,30
24,63,31
24,63,32
24,63,33
24,63,34
24,63,35
24,63,36
24,64,29
24,64,30
24,64,31
24,64,32
24,64,33
24,64,34
24,64,35
24,65,29
24,65,30
24,65,31
24,65,32
24,65,33
24,65,34
24,66,30
24,66,31
24,66,32
24,66,33
24,71,16
24,71,17
24,71,18
24,71,19
24,72,16
24,72,17
24,72,18
24,72,19
24,73,16
24,73,17
24,73,18
24,73,19
24,73,20
24,74,17
24,74,18
24,74,19
24,74,20
24,74,21
24,74,22
24,75,18
24,75,19
24,75,20
24,75,21
24,75,22
24,75,23
24,76,20
24,76,21
24,76,22
24,76,23
24,77,28
24,77,29
24,78,27
24,78,28
24,78,29
24,78,30
